id,timestamp_utc,source_id,bess_id,quality,anomaly_score,health_state,anomaly_reason,pcs_phase_voltage_imbalance,pcs_phase_current_imbalance,pcs_dc_voltage_vs_bms_voltage_delta,pcs_dc_current_vs_bms_current_delta,pcs_soc_vs_bms_soc_delta,bms_temperature_spread,bms_cell_voltage_spread,pcs_phase_a_voltage,pcs_phase_b_voltage,pcs_phase_c_voltage,pcs_phase_a_current,pcs_phase_b_current,pcs_phase_c_current,pcs_dc_voltage,pcs_dc_current,pcs_grid_frequency,pcs_charge_discharge_power,pcs_total_active_power,pcs_soc,bms_cluster_total_voltage,bms_cluster_total_current,bms_can_hall_sampling_current,bms_display_soc,bms_soh,bms_cell_max_voltage,bms_cell_min_voltage,bms_battery_max_temperature,bms_battery_min_temperature,bms_average_temperature,bms_insulation_resistance,bms_pre_charge_total_voltage,pcs_fault_flag_count,bms_fault_flag_count,ml_numeric_complete,anomaly_score_ml,ml_predicted_anomaly
632259,2026-08-14T05:18:15.629300+00:00,external_ems_1,bess_1,good,0.3705,warning,PCS phase current imbalance high: 23.5; PCS DC current and BMS current mismatch: 22.2,1.7,23.5,2.4,22.2,0.0,1.9,5.0,239.9,238.2,239.7,43.5,20.0,41.0,876.8,-20.3,50.32,0.0,-66.2,93.2,879.2,-42.5,-49.8,93.2,100.0,3397.0,3392.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6993020799386197,True
630151,2026-08-14T05:00:41.618550+00:00,external_ems_1,bess_1,good,0.3754,warning,PCS phase current imbalance high: 8.1; PCS DC current and BMS current mismatch: 43.4,1.1,8.1,1.8,43.4,0.0,1.8,4.0,238.6,238.1,237.5,104.8,102.1,110.2,875.4,-90.3,50.33,0.0,-16.2,90.0,877.2,-46.9,-48.4,90.0,100.0,3395.0,3391.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6978999864061063,True
630153,2026-08-14T05:00:42.628728+00:00,external_ems_1,bess_1,good,0.3754,warning,PCS phase current imbalance high: 8.1; PCS DC current and BMS current mismatch: 43.4,1.1,8.1,1.8,43.4,0.0,1.8,4.0,238.6,238.1,237.5,104.8,102.1,110.2,875.4,-90.3,50.33,0.0,-16.2,90.0,877.2,-46.9,-48.4,90.0,100.0,3395.0,3391.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6978999864061063,True
630147,2026-08-14T05:00:39.618578+00:00,external_ems_1,bess_1,good,0.3754,warning,PCS phase current imbalance high: 8.1; PCS DC current and BMS current mismatch: 43.4,1.1,8.1,1.8,43.4,0.0,1.8,4.0,238.6,238.1,237.5,104.8,102.1,110.2,875.4,-90.3,50.33,0.0,-16.2,90.0,877.2,-46.9,-48.4,90.0,100.0,3395.0,3391.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6978999864061063,True
630149,2026-08-14T05:00:40.629376+00:00,external_ems_1,bess_1,good,0.3754,warning,PCS phase current imbalance high: 8.1; PCS DC current and BMS current mismatch: 43.4,1.1,8.1,1.8,43.4,0.0,1.8,4.0,238.6,238.1,237.5,104.8,102.1,110.2,875.4,-90.3,50.33,0.0,-16.2,90.0,877.2,-46.9,-48.4,90.0,100.0,3395.0,3391.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6978999864061063,True
632883,2026-08-14T05:23:27.618573+00:00,external_ems_1,bess_1,good,0.3896,warning,PCS phase current imbalance high: 24.4,0.7,24.4,0.3,3.8,0.0,1.9,5.0,237.5,237.3,238.0,45.0,35.6,20.6,880.9,-53.7,50.34,0.0,-56.0,93.9,880.6,-49.9,-48.2,93.9,100.0,3393.0,3388.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6973947926510226,True
632881,2026-08-14T05:23:26.628675+00:00,external_ems_1,bess_1,good,0.3896,warning,PCS phase current imbalance high: 24.4,0.7,24.4,0.3,3.8,0.0,1.9,5.0,237.5,237.3,238.0,45.0,35.6,20.6,880.9,-53.7,50.34,0.0,-56.0,93.9,880.6,-49.9,-48.2,93.9,100.0,3393.0,3388.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6973947926510226,True
632885,2026-08-14T05:23:28.618568+00:00,external_ems_1,bess_1,good,0.3896,warning,PCS phase current imbalance high: 24.4,0.7,24.4,0.3,3.8,0.0,1.9,5.0,237.5,237.3,238.0,45.0,35.6,20.6,880.9,-53.7,50.34,0.0,-56.0,93.9,880.6,-49.9,-48.2,93.9,100.0,3393.0,3388.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6973947926510226,True
632887,2026-08-14T05:23:29.618561+00:00,external_ems_1,bess_1,good,0.3896,warning,PCS phase current imbalance high: 24.4,0.7,24.4,0.3,3.8,0.0,1.9,5.0,237.5,237.3,238.0,45.0,35.6,20.6,880.9,-53.7,50.34,0.0,-56.0,93.9,880.6,-49.9,-48.2,93.9,100.0,3393.0,3388.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6973947926510226,True
629701,2026-08-14T04:56:56.618567+00:00,external_ems_1,bess_1,good,0.4769,warning,PCS phase current imbalance high: 25.2; PCS DC current and BMS current mismatch: 48.1,0.6,25.2,0.1,48.1,0.0,1.8,4.0,236.6,236.0,236.6,58.1,63.3,38.1,877.0,-14.6,50.33,0.0,-74.4,89.2,876.9,-62.7,-50.6,89.2,100.0,3393.0,3389.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6973217434918562,True
629703,2026-08-14T04:56:57.618569+00:00,external_ems_1,bess_1,good,0.4769,warning,PCS phase current imbalance high: 25.2; PCS DC current and BMS current mismatch: 48.1,0.6,25.2,0.1,48.1,0.0,1.8,4.0,236.6,236.0,236.6,58.1,63.3,38.1,877.0,-14.6,50.33,0.0,-74.4,89.2,876.9,-62.7,-50.6,89.2,100.0,3393.0,3389.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6973217434918562,True
629705,2026-08-14T04:56:58.629234+00:00,external_ems_1,bess_1,good,0.4769,warning,PCS phase current imbalance high: 25.2; PCS DC current and BMS current mismatch: 48.1,0.6,25.2,0.1,48.1,0.0,1.8,4.0,236.6,236.0,236.6,58.1,63.3,38.1,877.0,-14.6,50.33,0.0,-74.4,89.2,876.9,-62.7,-50.6,89.2,100.0,3393.0,3389.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6973217434918562,True
629709,2026-08-14T04:57:00.618612+00:00,external_ems_1,bess_1,good,0.4769,warning,PCS phase current imbalance high: 25.2; PCS DC current and BMS current mismatch: 48.1,0.6,25.2,0.1,48.1,0.0,1.8,4.0,236.6,236.0,236.6,58.1,63.3,38.1,877.0,-14.6,50.33,0.0,-74.4,89.2,876.9,-62.7,-50.6,89.2,100.0,3393.0,3389.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6973217434918562,True
629707,2026-08-14T04:56:59.619083+00:00,external_ems_1,bess_1,good,0.4769,warning,PCS phase current imbalance high: 25.2; PCS DC current and BMS current mismatch: 48.1,0.6,25.2,0.1,48.1,0.0,1.8,4.0,236.6,236.0,236.6,58.1,63.3,38.1,877.0,-14.6,50.33,0.0,-74.4,89.2,876.9,-62.7,-50.6,89.2,100.0,3393.0,3389.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6973217434918562,True
632777,2026-08-14T05:22:34.618579+00:00,external_ems_1,bess_1,good,0.6063,warning,PCS phase current imbalance high: 16.5; PCS DC current and BMS current mismatch: 57.0,0.5,16.5,0.1,57.0,0.0,1.9,4.0,236.6,236.5,237.0,37.8,28.5,21.3,879.3,-6.9,50.33,0.0,-69.3,93.9,879.2,-63.9,-51.7,93.9,100.0,3402.0,3398.0,26.6,24.7,25.2,20000.0,855.9,0,0,True,0.6961487354887279,True
632775,2026-08-14T05:22:33.629494+00:00,external_ems_1,bess_1,good,0.6063,warning,PCS phase current imbalance high: 16.5; PCS DC current and BMS current mismatch: 57.0,0.5,16.5,0.1,57.0,0.0,1.9,4.0,236.6,236.5,237.0,37.8,28.5,21.3,879.3,-6.9,50.33,0.0,-69.3,93.9,879.2,-63.9,-51.7,93.9,100.0,3402.0,3398.0,26.6,24.7,25.2,20000.0,855.9,0,0,True,0.6961487354887279,True
295181,2026-08-12T06:29:16.618684+00:00,external_ems_1,bess_1,good,0.6382,warning,PCS DC current and BMS current mismatch: 59.8,1.2,4.8,1.1,59.8,0.4,2.0,2.0,240.0,240.0,238.8,109.8,112.0,114.6,873.1,-94.5,50.34,0.0,-76.0,69.3,874.2,-34.7,-39.1,68.9,100.0,3363.0,3361.0,26.4,24.4,24.9,20000.0,855.9,0,0,True,0.6951411153570843,True
295179,2026-08-12T06:29:15.629469+00:00,external_ems_1,bess_1,good,0.6382,warning,PCS DC current and BMS current mismatch: 59.8,1.2,4.8,1.1,59.8,0.4,2.0,2.0,240.0,240.0,238.8,109.8,112.0,114.6,873.1,-94.5,50.34,0.0,-76.0,69.3,874.2,-34.7,-39.1,68.9,100.0,3363.0,3361.0,26.4,24.4,24.9,20000.0,855.9,0,0,True,0.6951411153570843,True
479949,2026-08-13T08:09:00.618812+00:00,external_ems_1,bess_1,good,0.6125,warning,PCS DC current and BMS current mismatch: 58.2,0.9,6.6,2.7,58.2,0.0,1.9,5.0,239.5,239.8,238.9,114.3,114.8,120.9,874.2,-98.2,50.35,0.0,-67.2,78.3,876.9,-40.0,-52.0,78.3,100.0,3376.0,3371.0,26.3,24.4,24.9,20000.0,855.9,0,0,True,0.6948304970573537,True
479945,2026-08-13T08:08:58.630124+00:00,external_ems_1,bess_1,good,0.6125,warning,PCS DC current and BMS current mismatch: 58.2,0.9,6.6,2.7,58.2,0.0,1.9,5.0,239.5,239.8,238.9,114.3,114.8,120.9,874.2,-98.2,50.35,0.0,-67.2,78.3,876.9,-40.0,-52.0,78.3,100.0,3376.0,3371.0,26.3,24.4,24.9,20000.0,855.9,0,0,True,0.6948304970573537,True
479947,2026-08-13T08:08:59.619842+00:00,external_ems_1,bess_1,good,0.6125,warning,PCS DC current and BMS current mismatch: 58.2,0.9,6.6,2.7,58.2,0.0,1.9,5.0,239.5,239.8,238.9,114.3,114.8,120.9,874.2,-98.2,50.35,0.0,-67.2,78.3,876.9,-40.0,-52.0,78.3,100.0,3376.0,3371.0,26.3,24.4,24.9,20000.0,855.9,0,0,True,0.6948304970573537,True
479943,2026-08-13T08:08:57.618679+00:00,external_ems_1,bess_1,good,0.6125,warning,PCS DC current and BMS current mismatch: 58.2,0.9,6.6,2.7,58.2,0.0,1.9,5.0,239.5,239.8,238.9,114.3,114.8,120.9,874.2,-98.2,50.35,0.0,-67.2,78.3,876.9,-40.0,-52.0,78.3,100.0,3376.0,3371.0,26.3,24.4,24.9,20000.0,855.9,0,0,True,0.6948304970573537,True
295135,2026-08-12T06:28:53.630006+00:00,external_ems_1,bess_1,good,0.6366,warning,PCS DC current and BMS current mismatch: 59.7,1.1,3.4,2.5,59.7,0.0,2.0,3.0,237.0,237.3,236.2,117.2,120.2,120.6,872.4,-104.5,50.36,0.0,-59.9,68.9,874.9,-44.8,-46.7,68.9,100.0,3388.0,3385.0,26.4,24.4,24.9,20000.0,855.9,0,0,True,0.6944597384701418,True
295137,2026-08-12T06:28:54.618693+00:00,external_ems_1,bess_1,good,0.6366,warning,PCS DC current and BMS current mismatch: 59.7,1.1,3.4,2.5,59.7,0.0,2.0,3.0,237.0,237.3,236.2,117.2,120.2,120.6,872.4,-104.5,50.36,0.0,-59.9,68.9,874.9,-44.8,-46.7,68.9,100.0,3388.0,3385.0,26.4,24.4,24.9,20000.0,855.9,0,0,True,0.6944597384701418,True
295139,2026-08-12T06:28:55.629260+00:00,external_ems_1,bess_1,good,0.6366,warning,PCS DC current and BMS current mismatch: 59.7,1.1,3.4,2.5,59.7,0.0,2.0,3.0,237.0,237.3,236.2,117.2,120.2,120.6,872.4,-104.5,50.36,0.0,-59.9,68.9,874.9,-44.8,-46.7,68.9,100.0,3388.0,3385.0,26.4,24.4,24.9,20000.0,855.9,0,0,True,0.6944597384701418,True
295133,2026-08-12T06:28:52.618565+00:00,external_ems_1,bess_1,good,0.6366,warning,PCS DC current and BMS current mismatch: 59.7,1.1,3.4,2.5,59.7,0.0,2.0,3.0,237.0,237.3,236.2,117.2,120.2,120.6,872.4,-104.5,50.36,0.0,-59.9,68.9,874.9,-44.8,-46.7,68.9,100.0,3388.0,3385.0,26.4,24.4,24.9,20000.0,855.9,0,0,True,0.6944597384701418,True
632787,2026-08-14T05:22:39.629021+00:00,external_ems_1,bess_1,good,0.6495,warning,PCS phase current imbalance high: 17.5; PCS DC current and BMS current mismatch: 59.6,0.7,17.5,3.6,59.6,0.0,2.0,5.0,235.8,235.6,236.3,42.3,33.4,24.8,876.0,-6.9,50.29,0.0,-23.9,93.9,879.6,-66.5,-54.3,93.9,100.0,3400.0,3395.0,26.7,24.7,25.2,20000.0,855.9,0,0,True,0.6943267297018887,True
633281,2026-08-14T05:26:46.629337+00:00,external_ems_1,bess_1,good,0.6074,warning,PCS phase current imbalance high: 9.9; PCS DC current and BMS current mismatch: 57.7,0.5,9.9,0.3,57.7,0.0,2.0,6.0,234.0,234.2,234.5,34.0,29.3,24.1,880.9,-10.6,50.29,0.0,-35.3,94.7,881.2,-68.3,-54.3,94.7,100.0,3411.0,3405.0,26.7,24.7,25.1,20000.0,855.9,0,0,True,0.691889625928389,True
633283,2026-08-14T05:26:47.618582+00:00,external_ems_1,bess_1,good,0.6074,warning,PCS phase current imbalance high: 9.9; PCS DC current and BMS current mismatch: 57.7,0.5,9.9,0.3,57.7,0.0,2.0,6.0,234.0,234.2,234.5,34.0,29.3,24.1,880.9,-10.6,50.29,0.0,-35.3,94.7,881.2,-68.3,-54.3,94.7,100.0,3411.0,3405.0,26.7,24.7,25.1,20000.0,855.9,0,0,True,0.691889625928389,True
630163,2026-08-14T05:00:47.619397+00:00,external_ems_1,bess_1,good,0.3576,warning,PCS phase current imbalance high: 10.1; PCS DC current and BMS current mismatch: 42.1,0.9,10.1,2.2,42.1,0.0,1.8,3.0,238.8,238.1,237.9,94.5,91.5,101.6,875.7,-80.6,50.28,0.0,-51.8,90.0,877.9,-38.5,-47.8,90.0,100.0,3396.0,3393.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6887674323420194,True
630165,2026-08-14T05:00:48.618576+00:00,external_ems_1,bess_1,good,0.3576,warning,PCS phase current imbalance high: 10.1; PCS DC current and BMS current mismatch: 42.1,0.9,10.1,2.2,42.1,0.0,1.8,3.0,238.8,238.1,237.9,94.5,91.5,101.6,875.7,-80.6,50.28,0.0,-51.8,90.0,877.9,-38.5,-47.8,90.0,100.0,3396.0,3393.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6887674323420194,True
630159,2026-08-14T05:00:45.618565+00:00,external_ems_1,bess_1,good,0.3576,warning,PCS phase current imbalance high: 10.1; PCS DC current and BMS current mismatch: 42.1,0.9,10.1,2.2,42.1,0.0,1.8,3.0,238.8,238.1,237.9,94.5,91.5,101.6,875.7,-80.6,50.28,0.0,-51.8,90.0,877.9,-38.5,-47.8,90.0,100.0,3396.0,3393.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6887674323420194,True
630161,2026-08-14T05:00:46.628675+00:00,external_ems_1,bess_1,good,0.3576,warning,PCS phase current imbalance high: 10.1; PCS DC current and BMS current mismatch: 42.1,0.9,10.1,2.2,42.1,0.0,1.8,3.0,238.8,238.1,237.9,94.5,91.5,101.6,875.7,-80.6,50.28,0.0,-51.8,90.0,877.9,-38.5,-47.8,90.0,100.0,3396.0,3393.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6887674323420194,True
632277,2026-08-14T05:18:24.629900+00:00,external_ems_1,bess_1,good,0.4971,warning,PCS phase current imbalance high: 12.2; PCS DC current and BMS current mismatch: 50.6,1.9,12.2,0.9,50.6,0.0,1.9,4.0,235.3,234.0,235.9,36.9,27.5,24.7,881.1,-9.5,50.28,0.0,-60.8,93.2,880.2,-60.1,-51.1,93.2,100.0,3383.0,3379.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6880461840896392,True
632275,2026-08-14T05:18:23.618584+00:00,external_ems_1,bess_1,good,0.4971,warning,PCS phase current imbalance high: 12.2; PCS DC current and BMS current mismatch: 50.6,1.9,12.2,0.9,50.6,0.0,1.9,4.0,235.3,234.0,235.9,36.9,27.5,24.7,881.1,-9.5,50.28,0.0,-60.8,93.2,880.2,-60.1,-51.1,93.2,100.0,3383.0,3379.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6880461840896392,True
632281,2026-08-14T05:18:26.618586+00:00,external_ems_1,bess_1,good,0.4971,warning,PCS phase current imbalance high: 12.2; PCS DC current and BMS current mismatch: 50.6,1.9,12.2,0.9,50.6,0.0,1.9,4.0,235.3,234.0,235.9,36.9,27.5,24.7,881.1,-9.5,50.28,0.0,-60.8,93.2,880.2,-60.1,-51.1,93.2,100.0,3383.0,3379.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6880461840896392,True
632279,2026-08-14T05:18:25.619218+00:00,external_ems_1,bess_1,good,0.4971,warning,PCS phase current imbalance high: 12.2; PCS DC current and BMS current mismatch: 50.6,1.9,12.2,0.9,50.6,0.0,1.9,4.0,235.3,234.0,235.9,36.9,27.5,24.7,881.1,-9.5,50.28,0.0,-60.8,93.2,880.2,-60.1,-51.1,93.2,100.0,3383.0,3379.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6880461840896392,True
629748,2026-08-14T04:57:19.618580+00:00,external_ems_2,bess_2,good,0.4907,warning,PCS DC current and BMS current mismatch: 50.6,1.3,6.6,4.7,50.6,0.0,1.0,2.0,238.8,239.5,240.1,111.5,115.7,118.1,863.4,-104.0,50.35,0.0,-53.0,49.8,868.1,-53.4,-51.8,49.8,100.0,3348.0,3346.0,26.2,25.2,25.5,20000.0,856.4,0,0,True,0.6879617273353257,True
629754,2026-08-14T04:57:22.618567+00:00,external_ems_2,bess_2,good,0.4907,warning,PCS DC current and BMS current mismatch: 50.6,1.3,6.6,4.7,50.6,0.0,1.0,2.0,238.8,239.5,240.1,111.5,115.7,118.1,863.4,-104.0,50.35,0.0,-53.0,49.8,868.1,-53.4,-51.8,49.8,100.0,3348.0,3346.0,26.2,25.2,25.5,20000.0,856.4,0,0,True,0.6879617273353257,True
629752,2026-08-14T04:57:21.618573+00:00,external_ems_2,bess_2,good,0.4907,warning,PCS DC current and BMS current mismatch: 50.6,1.3,6.6,4.7,50.6,0.0,1.0,2.0,238.8,239.5,240.1,111.5,115.7,118.1,863.4,-104.0,50.35,0.0,-53.0,49.8,868.1,-53.4,-51.8,49.8,100.0,3348.0,3346.0,26.2,25.2,25.5,20000.0,856.4,0,0,True,0.6879617273353257,True
629746,2026-08-14T04:57:18.618581+00:00,external_ems_2,bess_2,good,0.4907,warning,PCS DC current and BMS current mismatch: 50.6,1.3,6.6,4.7,50.6,0.0,1.0,2.0,238.8,239.5,240.1,111.5,115.7,118.1,863.4,-104.0,50.35,0.0,-53.0,49.8,868.1,-53.4,-51.8,49.8,100.0,3348.0,3346.0,26.2,25.2,25.5,20000.0,856.4,0,0,True,0.6879617273353257,True
629750,2026-08-14T04:57:20.629341+00:00,external_ems_2,bess_2,good,0.4907,warning,PCS DC current and BMS current mismatch: 50.6,1.3,6.6,4.7,50.6,0.0,1.0,2.0,238.8,239.5,240.1,111.5,115.7,118.1,863.4,-104.0,50.35,0.0,-53.0,49.8,868.1,-53.4,-51.8,49.8,100.0,3348.0,3346.0,26.2,25.2,25.5,20000.0,856.4,0,0,True,0.6879617273353257,True
1695832,2026-08-20T09:01:21.618630+00:00,external_ems_2,bess_2,good,0.5955,warning,PCS phase voltage imbalance high: 25.9; PCS phase current imbalance high: 22.5; PCS DC voltage and BMS voltage mismatch: 5.7; PCS DC current and BMS current mismatch: 51.2,25.9,22.5,5.7,51.2,0.0,1.6,1.0,205.9,231.8,230.7,33.3,10.9,10.8,871.1,9.0,49.88,0.0,6.2,83.6,876.8,-42.2,-43.1,83.6,100.0,3374.0,3373.0,25.8,24.2,24.7,20000.0,856.4,0,0,True,0.6875694360832925,True
1695830,2026-08-20T09:01:20.629504+00:00,external_ems_2,bess_2,good,0.5955,warning,PCS phase voltage imbalance high: 25.9; PCS phase current imbalance high: 22.5; PCS DC voltage and BMS voltage mismatch: 5.7; PCS DC current and BMS current mismatch: 51.2,25.9,22.5,5.7,51.2,0.0,1.6,1.0,205.9,231.8,230.7,33.3,10.9,10.8,871.1,9.0,49.88,0.0,6.2,83.6,876.8,-42.2,-43.1,83.6,100.0,3374.0,3373.0,25.8,24.2,24.7,20000.0,856.4,0,0,True,0.6875694360832925,True
480791,2026-08-13T08:16:01.629505+00:00,external_ems_1,bess_1,good,0.6414,warning,PCS DC current and BMS current mismatch: 65.4,1.0,3.6,2.1,65.4,0.0,1.9,3.0,238.0,238.3,237.3,118.0,121.4,121.6,871.4,-105.6,50.35,0.0,-57.9,78.7,873.5,-40.2,-51.8,78.7,100.0,3383.0,3380.0,26.1,24.2,24.7,20000.0,855.9,0,0,True,0.6862792435857977,True
480789,2026-08-13T08:16:00.619216+00:00,external_ems_1,bess_1,good,0.6414,warning,PCS DC current and BMS current mismatch: 65.4,1.0,3.6,2.1,65.4,0.0,1.9,3.0,238.0,238.3,237.3,118.0,121.4,121.6,871.4,-105.6,50.35,0.0,-57.9,78.7,873.5,-40.2,-51.8,78.7,100.0,3383.0,3380.0,26.1,24.2,24.7,20000.0,855.9,0,0,True,0.6862792435857977,True
295131,2026-08-12T06:28:51.618723+00:00,external_ems_1,bess_1,good,0.6045,warning,PCS DC current and BMS current mismatch: 57.7,1.1,3.4,1.8,57.7,0.0,2.0,3.0,237.0,237.3,236.2,117.2,120.2,120.6,872.4,-104.5,50.36,0.0,-59.9,68.9,874.2,-46.8,-40.7,68.9,100.0,3388.0,3385.0,26.4,24.4,24.9,20000.0,855.9,0,0,True,0.6856621243582471,True
1181622,2026-08-17T09:36:16.618708+00:00,external_ems_2,bess_2,good,0.5102,warning,PCS phase voltage imbalance high: 16.8; PCS phase current imbalance high: 18.5; PCS DC current and BMS current mismatch: 49.6,16.8,18.5,4.9,49.6,0.0,1.4,2.0,235.1,251.9,251.4,53.4,71.9,71.7,875.0,-48.2,50.32,0.0,-47.1,66.4,870.1,1.4,1.2,66.4,100.0,3350.0,3348.0,25.7,24.3,24.7,20000.0,856.4,0,0,True,0.6837148631679061,True
1181626,2026-08-17T09:36:18.619076+00:00,external_ems_2,bess_2,good,0.5102,warning,PCS phase voltage imbalance high: 16.8; PCS phase current imbalance high: 18.5; PCS DC current and BMS current mismatch: 49.6,16.8,18.5,4.9,49.6,0.0,1.4,2.0,235.1,251.9,251.4,53.4,71.9,71.7,875.0,-48.2,50.32,0.0,-47.1,66.4,870.1,1.4,1.2,66.4,100.0,3350.0,3348.0,25.7,24.3,24.7,20000.0,856.4,0,0,True,0.6837148631679061,True
1181618,2026-08-17T09:36:14.619030+00:00,external_ems_2,bess_2,good,0.5102,warning,PCS phase voltage imbalance high: 16.8; PCS phase current imbalance high: 18.5; PCS DC current and BMS current mismatch: 49.6,16.8,18.5,4.9,49.6,0.0,1.4,2.0,235.1,251.9,251.4,53.4,71.9,71.7,875.0,-48.2,50.32,0.0,-47.1,66.4,870.1,1.4,1.2,66.4,100.0,3350.0,3348.0,25.7,24.3,24.7,20000.0,856.4,0,0,True,0.6837148631679061,True
1181620,2026-08-17T09:36:15.618891+00:00,external_ems_2,bess_2,good,0.5102,warning,PCS phase voltage imbalance high: 16.8; PCS phase current imbalance high: 18.5; PCS DC current and BMS current mismatch: 49.6,16.8,18.5,4.9,49.6,0.0,1.4,2.0,235.1,251.9,251.4,53.4,71.9,71.7,875.0,-48.2,50.32,0.0,-47.1,66.4,870.1,1.4,1.2,66.4,100.0,3350.0,3348.0,25.7,24.3,24.7,20000.0,856.4,0,0,True,0.6837148631679061,True
1181624,2026-08-17T09:36:17.629518+00:00,external_ems_2,bess_2,good,0.5102,warning,PCS phase voltage imbalance high: 16.8; PCS phase current imbalance high: 18.5; PCS DC current and BMS current mismatch: 49.6,16.8,18.5,4.9,49.6,0.0,1.4,2.0,235.1,251.9,251.4,53.4,71.9,71.7,875.0,-48.2,50.32,0.0,-47.1,66.4,870.1,1.4,1.2,66.4,100.0,3350.0,3348.0,25.7,24.3,24.7,20000.0,856.4,0,0,True,0.6837148631679061,True
295189,2026-08-12T06:29:20.619057+00:00,external_ems_1,bess_1,good,0.4826,warning,PCS DC current and BMS current mismatch: 50.1,1.2,4.8,1.8,50.1,0.0,1.9,2.0,240.0,240.0,238.8,109.8,112.0,114.6,873.1,-94.5,50.34,0.0,-76.0,69.3,874.9,-44.4,-47.9,69.3,100.0,3379.0,3377.0,26.4,24.5,24.9,20000.0,855.9,0,0,True,0.6832318998714714,True
295187,2026-08-12T06:29:19.619497+00:00,external_ems_1,bess_1,good,0.4826,warning,PCS DC current and BMS current mismatch: 50.1,1.2,4.8,1.8,50.1,0.0,1.9,2.0,240.0,240.0,238.8,109.8,112.0,114.6,873.1,-94.5,50.34,0.0,-76.0,69.3,874.9,-44.4,-47.9,69.3,100.0,3379.0,3377.0,26.4,24.5,24.9,20000.0,855.9,0,0,True,0.6832318998714714,True
295185,2026-08-12T06:29:18.628823+00:00,external_ems_1,bess_1,good,0.4826,warning,PCS DC current and BMS current mismatch: 50.1,1.2,4.8,1.8,50.1,0.0,1.9,2.0,240.0,240.0,238.8,109.8,112.0,114.6,873.1,-94.5,50.34,0.0,-76.0,69.3,874.9,-44.4,-47.9,69.3,100.0,3379.0,3377.0,26.4,24.5,24.9,20000.0,855.9,0,0,True,0.6832318998714714,True
295183,2026-08-12T06:29:17.618581+00:00,external_ems_1,bess_1,good,0.4826,warning,PCS DC current and BMS current mismatch: 50.1,1.2,4.8,1.8,50.1,0.0,1.9,2.0,240.0,240.0,238.8,109.8,112.0,114.6,873.1,-94.5,50.34,0.0,-76.0,69.3,874.9,-44.4,-47.9,69.3,100.0,3379.0,3377.0,26.4,24.5,24.9,20000.0,855.9,0,0,True,0.6832318998714714,True
632273,2026-08-14T05:18:22.619435+00:00,external_ems_1,bess_1,good,0.5003,warning,PCS phase current imbalance high: 12.2; PCS DC current and BMS current mismatch: 50.8,1.9,12.2,1.2,50.8,0.0,1.9,3.0,235.3,234.0,235.9,36.9,27.5,24.7,881.1,-9.5,50.28,0.0,-60.8,93.2,879.9,-60.3,-52.8,93.2,100.0,3381.0,3378.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.682944974454462,True
632271,2026-08-14T05:18:21.628972+00:00,external_ems_1,bess_1,good,0.5003,warning,PCS phase current imbalance high: 12.2; PCS DC current and BMS current mismatch: 50.8,1.9,12.2,1.2,50.8,0.0,1.9,3.0,235.3,234.0,235.9,36.9,27.5,24.7,881.1,-9.5,50.28,0.0,-60.8,93.2,879.9,-60.3,-52.8,93.2,100.0,3381.0,3378.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.682944974454462,True
630209,2026-08-14T05:01:10.618582+00:00,external_ems_1,bess_1,good,0.4062,warning,PCS phase current imbalance high: 25.1,1.2,25.1,1.1,16.5,0.0,1.8,4.0,236.3,235.3,236.5,61.8,66.9,41.8,877.5,-27.8,50.33,0.0,-75.9,90.4,878.6,-44.3,-50.0,90.4,100.0,3389.0,3385.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6818070998640016,True
